App No: 296,Mr Joseph Cassel | Salamaua | T.N.G.,Pancake Aerodrome T.N.G.,Lic No: 272,Single and light multi engine landplanes not | exceeding a total all up of weight of 4 | 500lbs,22-10-1937,21-4-1941 | LG 566 | Cancelled,,,NG,Pancake Aerodrome T.N.G.,AN0296,LG 566,P074,1937,1937-1-1
App No: 297,Messrs Baker Bros Pty Ltd | Mitchell | Queensland,Tongy Station Q'ld,Lic No: 273,All types of landplanes. | Class 'B'. 25-10-1943 | Below 'G' (DW) Provisional. 1-5-1948 | A.L.G. 13-9-1950,25-10-1937,LG 498,,,QLD,Tongy Station Q'ld,AN0297,LG 498,P075,1937,1937-1-1
App No: 298,Mr J.W. Fletcher,Inverleigh Q'ld | Via Normanton,Lic No: 284,Light types (Puss Moth). | Single engined aircraft. | Class 'C'.,1/2/1938,LG 522 | Licence cancelled 18/9/1944,,,QLD,Inverleigh Q'ld,AN0298,LG 522,P075,1938,1938-1-1
App No: 299,Mr Herbert Manly Vidler | Donors Hill Station | Donors Hill | North Queensland | (Formerly owned by J.S. Freehan and Coy),Donors Hill Q'ld | (near Post Office),Lic No: 274,Single engined landplanes. | Class 'C' FW). 1-12-1942 | Below 'G' (DW)(FW) Provisional. 2-3-1948,5/11/1937,LG 577 | Cancelled 28/7/48 | No extensions possible,,,QLD,Donors Hill Q'ld,AN0299,LG 577,P075,1937,1937-1-1
App No: 300,Inverell Municipal Council | Town Hall | Inverell | Town Clerk | Inverell Municipal Council | P.O. Box 185 | Inverell | New South Wales,Inverell N.S.W. | LAT 29º - 47'S | LONG 151º - 10'E,Lic No: 275,All types Class 'B'. | Below 'G' 7 Provisional. 1-3-1948 | Non-classified Group 3. 1-3-1949 | A.L.G. 21-4-50,11/1/1937,LG 602,-29.783349,151.16667,NSW,Inverell N.S.W.,AN0300,LG 602,P075,1937,1937-1-1
App No: 301,Mr John Thomas Willcox | P.O. Box 27 | Croydon | Queensland,Claraville Station Q'ld | Via Croydon,Lic No: 276,Single engine landplanes | Cancelled,9/12/1937,LG 579 | Cancelled,,,QLD,Claraville Station Q'ld,AN0301,LG 579,P076,1937,1937-1-1
App No: 302,Mr Harold Victor Bull | 'Ullumbie' | Walgett | New South Wales,Walgett N.S.W.,Lic No: 277,All types Class 'B' (DW). | Class 'G' (DW). 2-5-1948,22-12-1937,LG 526 | Cancelled,-29.11,147.9,NSW,Walgett N.S.W.,AN0302,LG 526,P076,1937,1937-1-1
App No: 303,Kerang Shire Council | P.O. Box 20 | Kerang Victoria,Kerang Vic | 1½ miles SSE of Kerang | LAT 35º - 45½'S | LONG 143º - 56½'E' | ALT 252',Lic No: 278,All types of landplanes (DW) | Class 'G' 6. 11-2-1948 | Class ;G' (FW). 28-6-1963,22-12-1937,LG 544 | Ex Government Aerodrome | See page 267,-35.750855,143.934192,VIC,Kerang Vic,AN0303,LG 544,P076,1937,1937-1-1
App No: 304,Mitchell River Mission | Kowanyama | Acting Registrar | Diocese of Carpentaria | P.O. Box 79 | Thursday Island | Dept of Aboriginal & Island Affairs | 135 George Street | Brisbane | Queensland,Mitchell River Mission Q'ld | Via Normanton | 1½ miles south of mission bldgs | LAT 15º - 29½'S | LONG 141º - 45'E | ALT 30',Lic No: 279,Light types single and light multi Class 'B' (FW). | Below 'G' (DW) (FW) Provisional. 2-5-1948 | Non-classified GP 1 (DW) (FW) Provisional. 2-5-1949 | Class 'F' (DW) (FW) Provisional. 2-5-1950 | Class 'S' (DW) (FW). 2-5-1952 | Class 'G' (DW) (FW). 20-11-1960 | (Perpetual) 8-8-67,22-12-1937,LG 516,-15.484183,141.750015,QLD,Mitchell River Mission Q'ld,AN0304,LG 516,P076,1937,1937-1-1
App No: 305,District Council of Franklin Harbour | P.O. Box 21 | Cowell,Cowell S.A.,Lic No: 280,All types class 'B'. | Class F7 Provisional. 8-2-1948,1/1/1938,LG 580 | See Licence 510 Page 136,-33.68,136.93,SA,Cowell S.A.,AN0305,LG 580,P077,1938,1938-1-1
App No: 306,Meekatharra Road Board | Road Board Office | Meekatharra | Western Australia,Nannine W.A.,Lic No: 281,All types class 'B',18-1-1938,LG 578 | Cancelled,,,WA,Nannine W.A.,AN0306,LG 578,P077,1938,1938-1-1
App No: 307,Messrs Kidman and Angliss | 'Rutlands Plains' Station | Normanton | Kidman Angliss Co Pty Ltd | 'Rutlands Plains' Station | Via Normanton | Queensland,Rutlands Plains Station Q'ld | 1½ miles east of homestead and 150 miles north from Normanton | LAT 15º - 38'S | LONG 141º - 50'E | ALT 50',Lic No: 282,Single and light multi | Class 'A'. 9-8-1942 | Class G 6 (FW) 2-3-1948 | Class E 6 (FW) 4-10-1950 | Class 'F' C 4-10-1953 | (Perpetual) 6-6-1967,25-1-1938,LG 518 | 23-1-1975,-15.633346,141.83335,QLD,Rutlands Plains Station Q'ld,AN0307,LG 518,P077,1938,1938-1-1
App No: 308,John F. Jackson | P.O. Box 88 | St George | Queensland,Huewood Station Q'ld | 62 miles NW from St George,Lic No: 283,Light types. | DH60 Moths etc,26-1-1938,Cancelled,,,QLD,Huewood Station Q'ld,AN0308,-,P077,1938,1938-1-1
App No: 309,George Archibald Loudon,Eilogo Papua,Lic No: 284 (a),Single engine landplanes up to 3000lbs all up weight in daylight only,3/2/1938,31-3-1939 | LG 508 | Cancelled,,,NG,Eilogo Papua,AN0309,LG 508,P078,1938,1938-1-1
App No: 310,Municipality of Orange | P.O. Box 35 | Orange | New South Wales,Orange N.S.W.,Lic No: 285,All types landplanes Class 'C'. | Below G.7 Provisional. 2-3-1948 | Non-classified Group 3. 2-3-1949,4/2/1938,LG 521 | Cancelled 1/3/1952,-33.12,149.03,NSW,Orange N.S.W.,AN0310,LG 521,P078,1938,1938-1-1
App No: 311,H.C.L. Hughes | 'Koolatah' Station | Normanton | North Queensland,Koolatah Station Q'ld,Lic No: 286,Single engined and Dragon (DH84) aircraft in (FW) only. | Class 'B'. 25-2-1944 | Below 'G' (DW) (FW) Provisional. 2-4-1949,8/2/1938,Cancelled | LG 521,,,QLD,Koolatah Station Q'ld,AN0311,LG 521,P078,1938,1938-1-1
App No: 312,Mia Mia Pastoral Company | (Mr J McKenna Manager) | Carnarvon | Western Australia,Mia Mia Station W.A. | 10 Miles S.W of Homestead | LAT 23º - 26'S | LONG 114º - 18'E | ALT 300',Lic No: 287,Single and light multi-engined. | Aircraft (Dragon DW FW) Class 'B'. 2-5-1948 | Below G 7 Provisional Class 'E' 2-5-1950 | Non-classified Group 2. 2-5-1957 | Class 'S' (DW)(FW). 2-5-1952,1/2/1938,Cancelled 1/2/1953 | LG 605,-23.433342,114.300006,WA,Mia Mia Station W.A.,AN0312,LG 605,P078,1938,1938-1-1
App No: 313,Commissioner for Native Affairs | Box 134 GPO | Perth | Western Australia,Munja Native Station W.A. | Via Broome | LAT 16º - 22'S | LONG 122º - 56'E,Lic No: 288,Light Types Class B (FW),10/12/1938,Suspended | LG 504 | Cancelled,-16.366674,122.933352,WA,Munja Native Station W.A.,AN0313,LG 504,P079,1938,1938-1-1
App No: 314,Mr G.A. Stewart | 'Mulyie' Station | Via Port Headland | Pastoral House | St Georges Terrace | Perth | Western Australia,Mulyie Station W.A. | 2 Miles N of Homestead | Via Port Headland | LAT 20º - 27'S | LONG 119º - 29'E | ALT 275',Lic No: 289,Light Types (for Moths etc). | Class 'C'. | Class 'G' (DW)(FW) Provisional. 2-4-1948 | (Perpetual) 2-4-1954,10/2/1938,LG 486 | Cancelled 12/2/1959,-20.450009,119.483343,WA,Mulyie Station W.A.,AN0314,LG 486,P079,1938,1938-1-1
App No: 315,Mr John M Bride | 'Kia-Ora' Station | Via Kooringa | South Australia,Kia-Ora Station S.A. | Via Kooringa | LAT 33º - 22'S | LONG 139º - 29'E,Lic No: 290,Light Types | Class C,10/2/1938,LG 495 | Cancelled 3-6-1941,-33.366674,139.483343,SA,Kia-Ora Station S.A.,AN0315,LG 495,P079,1938,1938-1-1
App No: 316,Mr Harry Hansen | Dululu | Queensland,Dululu Q'ld,Lic No: 291,Light Types,16-3-1938,Cancelled 23/6/1939,-24.33,149.78,QLD,Dululu Q'ld,AN0316,-,P079,1938,1938-1-1
App No: 317,Mr Edward MacArthur Onslow | Macquarie Grove | Camden | New South Wales,Camden (Macquarie Grove) N.S.W. | LAT 34º - 03'S | LONG 150º - 41'E,Lic No: 292,All Types,22-2-1938,Acquired by RAAF | Gazette No 134 of 18/7/1944,-34.050001,150.683347,NSW,Camden (Macquarie Grove) N.S.W.,AN0317,-,P080,1938,1938-1-1
App No: 318,North Western Airlines Limited | c/o Crane and Company Ltd | Frome Street | Moree | New South Wales,Moree N.S.W.,Lic No: 293,Single and light multi-engined aircraft. | Below G (DW) Provisional. 2-4-1948,28-2-1938,Cancelled | LG 595,-29.32,149.81,NSW,Moree N.S.W.,AN0318,LG 595,P080,1938,1938-1-1
App No: 319,The Manager | Estate Late Noel Irwin | Dunbar Station | Queensland,Dunbar Station Q'ld | LAT 16º - 03'S | LONG 142º - 22'E,Lic No: 294,Single Engined Aircraft (FW). | Class B (DW). 1-7-1944,4/3/1938,10-8-1944 | Aerodrome abandoned | Cancelled | LG 513,-16.050001,142.366674,QLD,Dunbar Station Q'ld,AN0319,LG 513,P080,1938,1938-1-1
App No: 320,The Manager | Youanmi Gold Mines Ltd | Youanmi | Western Australia,Youanmi W.A. | LAT 28º - 36'S | LONG 118º - 50'E,Lic No: 295,Light Single Multi Engined Aircraft. | Class B (FW) 28-3-1941,15-3-1938,9-10-1942 | LG 583 | Cancelled,-28.600012,118.83335,WA,Youanmi W.A.,AN0320,LG 583,P080,1938,1938-1-1
App No: 321,Messrs George T. Parker and Sons | 'Tor Downs' Station | Via Menindie | N.S.W.,Tor Downs Station N.S.W.,Lic No: 296,Light Types of Aircraft Class C. | Below G (FW) Provisional 2-3-1948,16-3-1938,LG 527 | Cancelled 29/7/1948,,,NSW,Tor Downs Station N.S.W.,AN0321,LG 527,P081,1938,1938-1-1
App No: 322,Cleve Progress Association | District Council of Cleve | District Clerk | District Council of Cleve | Box 36 PO | Cleve | South Australia 5640,Cleve S.A.,Lic No: 297,All types of landplanes Class 'B'. | Class 'A' 1-3-1943 | Class G 7 2-3-1948 | Class 'F' 28-2-1969,19-3-1938,LG 528,-33.5,136.45,SA,Cleve S.A.,AN0322,LG 528,P081,1938,1938-1-1
App No: 323,Belyando Shire Council | PO Box 29 | Clermont | Queensland,Clermont Q'ld,Lic No: 298,Single and light multi-engined landplanes. | Class 'C' (FW). 14-11-1940 | Below 'G' (DW)(FW) Provisional. 2-3-1945 | Non-classified Group 2. 1-4-1949 | A.L.G. 31-3-1950,8/6/1938,LG 587,-23.28,147.56,QLD,Clermont Q'ld,AN0323,LG 587,P081,1938,1938-1-1
App No: 324,Mr C.M. Curr (Manager) | Inkerman Station | Via Normanton Q'ld,Inkerman Station Q'ld,Lic No: 299,Single Engined and DH 84 Dragon | all up load not exceeding 4000lbs | Below G (DW) Provisional 2-4-1948,28-3-1938,LG 517 | Cancelled 18/3/1949,,,QLD,Inkerman Station Q'ld,AN0324,LG 517,P081,1938,1938-1-1
App No: 324A,Mrs Margaret Jones | 'Lotus Vale' Station | Normanton | Queensland,Lotus Vale Station Q'ld | 56 miles NE of Normanton | LAT 17º - 01'S | LONG 141º - 21'E | ALT 50',Lic No: 300,Single and light multi-engined | landplanes Class 'C' (FW). | Below G (DW)(FW) Provisional. 1-5-1948 | Authorised Landing Ground 22-9-1949 | Class E (DW)(FW) Provisional 1-2-1950 | (Perpetual) 1-2-1953,29-3-1938,LG 584 | Cancelled 18/10/63,-17.016667,141.350007,QLD,Lotus Vale Station Q'ld,AN324A,LG 584,P082,1938,1938-1-1
App No: 325,The Council of the Municipality of Wagga Wagga | Wagga Wagga | N.S.W.,Wagga Wagga N.S.W.,Lic No: 301,Single and light multi-engined | landplanes Class 'A',31-3-1938,LG 555 | Taken over by RAAF 25-5-1942 | Vacated by RAAF 28-7-1944 | Licence renewed 28-7-1944 | Cancelled 31/7/1946,-35.16,147.51,NSW,Wagga Wagga N.S.W.,AN0325,LG 555,P082,1938,1938-1-1
App No: 326,Mr St John Robinson | Mount John | Townsville | Queensland,Mount John Q'ld | Via Townsville,Lic No: 302,All types.,14-4-1938,LG 524,,,QLD,Mount John Q'ld,AN0326,LG 524,P082,1938,1938-1-1
App No: 327,Bowen Shire Council | P.O. Box 306 | Bowen | Queensland | 21-2-61 | P.O. Box 306,Bowen Q'ld | Two Miles West of Bowen | LAT 20º - 01'S | LONG 148º - 13'E | ALT 20',Lic No: 303,All types except multi-engined aircraft. | Class 'B'(FW) | Class 'G' 21-2-1961,5/5/1938,30-9-1940 | Taken over by Com/wealth Government | LG 515 | Ex Government Aerodrome,-20.016667,148.216671,QLD,Bowen Q'ld,AN0327,LG 515,P082,1938,1938-1-1
App No: 328,The Manager | Miranda Downs Pastoral Coy Ltd | Miranda Downs Station | Via Normanton | Queensland,Miranda Downs Station Q'ld | 2 miles south of homestead | and 70 miles NE of Normanton | LAT 17º - 22'S | LONG 141º - 52'E | ALT 50',Lic No: 304,Light Types (DH 60 Moth). | Class 'B' 15-9-1942 | Class 'G' 7 (FW) Provisional 30-6-1948 | Class F 7 (FW) 30-6-1949 | Class 'F' 12-4-1967 | (Perpetual),23-5-1939,LG 585,-17.366674,141.866684,QLD,Miranda Downs Station Q'ld,AN0328,LG 585,P083,1939,1939-1-1
App No: 329,Mr Norman Philip Saywell | 'Moyen' Station | Jundah | Queensland,Moyen Station Q'ld | LAT 25º - 5'S | LONG 142º - 54½'E,Lic No: 305,Single and light multi-engined landplanes. | Below 'G' (DW) Provisional 2-3-1948,8/6/1938,LG 586 | Cancelled,-25.083335,142.900858,QLD,Moyen Station Q'ld,AN0329,LG 586,P083,1938,1938-1-1
App No: 330,Mr Burns Kidman Reid | 'Connemara' Station | Stonehenge | Queensland,Connemara Station Q'ld | LAT 24º - 14'S | LONG 142º - 17'E,Lic No: -,,,LG 591 | Cancelled | See Application 337,-24.233338,142.283339,QLD,Connemara Station Q'ld,AN0330,LG 591,P083,,
App No: 331,Lt Col Rupert Sumner Ryan | 'Edrington' | Berwick | Victoria,Berwick Vic | LAT 38º - 02½'S | LONG 145º - 20½'E,Lic No: 306,Single and light multi-engined landplanes. | Class 'B' | Below 'G' (DW) Provisional. 2-5-1948 | Non-classified Group 1. 31-12-1948 | A.L.G. 12-12-1952,21-6-1938,LG 530,-38.034174,145.33418,VIC,Berwick Vic,AN0331,LG 530,P083,1938,1938-1-1
App No: 332,The Shire Secretary | Blaxland Shire Council | P.O. Box 19 | Wallerawang | New South Wales,Wallerawang N.S.W. | 1 mile west from township | LAT 33º - 24½'S | LONG 150º - 03'E,Lic No: 307,Light types of landplanes Class 'C',4/7/1935,LG 556 | Cancelled,-33.400848,150.050001,NSW,Wallerawang N.S.W.,AN0332,LG 556,P084,1935,1935-1-1
App No: 333,Mr Allen William Reardon | 'Clylie' Station | Merrywinebone | New South Wales,Clylie Station N.S.W. | LAT 29º - 31'S | LONG 148º - 59'E,Lic No: 308,Light types of landplanes Class 'C' Provisional,5/7/1938,19-9-1940 | LG 543 | Cancelled,-29.516677,148.983353,NSW,Clylie Station N.S.W.,AN0333,LG 543,P084,1938,1938-1-1
App No: 334,Mr Graham Godfrey Berry | 'Lake Stewart' | Tibooburra | New South Wales,Lake Stewart (Site 1) N.S.W. | LAT 29º - 23½'S | LONG 141º - 07'E,Lic No: 309,Single and light multi-engined aircraft in dry weather. | Class 'E' (DW) 2-3-1948,6/7/1938,LG 603 | Cancelled,-29.384181,141.116669,NSW,Lake Stewart (Site 1) N.S.W.,AN0334,LG 603,P084,1938,1938-1-1
App No: 335,Ansett Airways Ltd | Government Aerodrome | Essendon | Victoria,Horsham Vic,Lic No: 310,Single and light multi-engined aircraft,14-7-1938,31-1-1939,-37.16,142.67,VIC,Horsham Vic,AN0335,-,P084,1938,1938-1-1
App No: 336,Mr J.B. Higham | 'Minigan' Homestead | Via Narrogin | Western Australia,Minigan Homestead W.A. | Adjacent to homestead | LAT 32º - 55'S | LONG 117º - 3'E,Lic No: 312,Light types (DW) Class 'C',18-8-1935,LG 590 | Cancelled,-32.916685,117.050001,WA,Minigan Homestead W.A.,AN0336,LG 590,P085,1935,1935-1-1
App No: 337,Mr Burns Kidman Reid | Connemara | Stonehenge | Queensland,Connemara Q'ld | LAT 25º - 5'S | LONG 142º - 54½'E,Lic No: 311,Single and light multi-engined aircraft. | Class G (DW)(FW) 2-4-1948,1/8/1938,LG 591 | Cancelled 2/10/1948,-25.083335,142.900858,QLD,Connemara Q'ld,AN0337,LG 591,P085,1938,1938-1-1
App No: 338,Mr George Edward Hammond | 'Hammond Downs' | Quilpie | Queensland,Hammond Downs Station Q'ld,Lic No: 313,All types of aircraft Class 'B',1/9/1938,LG 593 | Cancelled,,,QLD,Hammond Downs Station Q'ld,AN0338,LG 593,P085,1938,1938-1-1
App No: 339,Mr Martin Jeitz,Jandowal Q'ld,Lic No: -,Not issued,,,,,QLD,Jandowal Q'ld,AN0339,-,P085,,
App No: 340,Dr N.F. George (Hon Secretary) | Surat Aero Club | Surat P.O. Box 17 | Queensland,Surat Q'ld,Lic No: 314,Single and light multi-engined aircraft in (DW)(FW),14-9-1938,LG 569 | Cancelled,-27.16,149.16,QLD,Surat Q'ld,AN0340,LG 569,P086,1938,1938-1-1
App No: 341,Oil Search Ltd | Wewak T.N.G. | Australian Petroleum Co Pty Ltd | 37 Queens Street | Melbourne | Victoria,Green River Base T.N.G. | LAT 3º - 55'S | LONG 141º - 8'E,Lic No: 315,Single and twin engined aircraft up to 6000lbs weight (Total),26-9-1938,Abandoned 6/3/1939 | Cancelled,-3.916685,141.133336,NG,Green River Base T.N.G.,AN0341,-,P086,1938,1938-1-1
App No: 342,The Shire Clerk | Charlton Shire Council | Shire Hall | Charlton | Victoria,Charlton Vic | LAT 36º - 16'S | LONG 143º - 22'E | ALT 430',Lic No: 316,Light types (DH 60 Moth etc) | Below ' (DW) Provisional 2-2-1948 | Non-classified Group 2 21-6-1949,19-10-1938,LG 592 | Cancelled,-36.266672,143.366674,VIC,Charlton Vic,AN0342,LG 592,P086,1938,1938-1-1
App No: 343,The Shire Secretary | Shire of Taroom | Taroom | Queensland,Taroom Q'ld | LAT 25º - 38'S | LONG 149º - 48½'E,Lic No: 325,Single and multi-engined landplanes.,2/12/1938,LG 567 | Cancelled 8/12/1941,-25.633346,149.800856,QLD,Taroom Q'ld,AN0343,LG 567,P086,1938,1938-1-1
App No: 344,Shepparton Centenary Council | Shepparton | Victoria,Mooroopna Vic,Lic No: 317,Light types for day of pageants only 29-10-1938,26-10-1938,LG 606 | 30-10-1938 | Cancelled,-36.38,145.3,VIC,Mooroopna Vic,AN0344,LG 606,P087,1938,1938-1-1
App No: 345,Church Missionary Secretary | Groote Eylandt Mission | Northern Territory,Groote Eylandt Mission Station N.T.,Lic No: 318,Light types,1/11/1938,LG 412 | Cancelled,,,NT,Groote Eylandt Mission Station N.T.,AN0345,LG 412,P087,1938,1938-1-1
App No: 346,Mendooran Chamber of Commerce | Mendooran | N.S.W.,Mendooran N.S.W.,Lic No: 319,Single and light multi-engined landplanes Class 'B'.,8/11/1938,LG 541 | 13-2-1943 | Cancelled,-31.82,149.12,NSW,Mendooran N.S.W.,AN0346,LG 541,P087,1938,1938-1-1
App No: 347,Johnstone Shire Council | Innisfail PO Box 76 | Queensland,Innisfail Q'ld | 3 miles south of Innisfail | LAT 17º - 34'S | LONG 146º - 01'E | ALT 16',Lic No: 320,Single and light multi-engined of all types in favourable winds. | Class 'B' (FW). 2-5-1948 | Below G 7 (FW) Provisional. 2-5-1948 | Non-classified Group 2. 1-5-1951 | Class 'G' (DW) 12-8-1951 | Class 'F' (DW)(FW) 12-11-1951 | (Perpetual) | Class 'E' 13-4-67,9/11/1938,LG 565,-17.566678,146.016667,QLD,Innisfail Q'ld,AN0347,LG 565,P087,1938,1938-1-1
App No: 348,Mr Edward Cunningham | 'Strathmore' | Collinsville | North Queensland,Strathmore Q'ld | ½ mile west from homestead | and 20 miles west of Collinsville. | LAT 20º - 30'S | LONG 147º - 37'E | ALT 650',Lic No: 321,Single and light multi-engined landplanes Class 'C'(FW) | Below 'G'(DW)(FW) Provisional 2-3-1948 | A.L.G 22-12-1948,11/11/1938,LG 538 | Cancelled March 1971,-20.50001,147.616679,QLD,Strathmore Q'ld,AN0348,LG 538,P088,1938,1938-1-1
App No: 349,Coonabarabran Shire Council | Box 19 PO | Coonabarabran | New South Wales,Coonabarabran N.S.W.,Lic No: 322,Single engined aircraft Class 'B' | Below 'G'(DW) Provisional 2-3-1948,5/2/1938,LG 546 | Cancelled,-31.51,149.79,NSW,Coonabarabran N.S.W.,AN0349,LG 546,P088,1938,1938-1-1
App No: 350,Edward Hamilton Bell Jackson | 'Mourilyan' | Bollon Road | St George | Queensland,Mourilyan Q'ld,Lic No: 324,Single and light multi-engined aircraft,6/11/1938,4-1-1940 | LG 589 | Cancelled,-17.57,146.04,QLD,Mourilyan Q'ld,AN0350,LG 589,P088,1938,1938-1-1
App No: 351,Mr T. Hoare (Hon Sec) | RSSILA Boort Sub-Branch | Julibee Street | Boort Victoria,Boort Vic,Lic No: 323,All types of landplanes Class 'B',1/12/1938,1-4-1944 | LG 545 | Cancelled,-36.01,143.67,VIC,Boort Vic,AN0351,LG 545,P088,1938,1938-1-1
App No: 352,The Shire Clerk | Bulloo Shire Council | Thargomindah | Queensland,Thargomindah Q'ld,Lic No: 324A,All types of Aircraft (DW) | Class 'B' (DW) | Below 'G' (DW)(FW) Provisional 2-4-1948,5/1/1939,LG 594 | Abandoned | Licence cancelled 16/3/1945 | See Page 121,-27.78,143.37,QLD,Thargomindah Q'ld,AN0352,LG 594,P089,1939,1939-1-1
App No: 353,The Shire Clerk | Mortlake Shire Council | Mortlake | Victoria,Mortlake Vic,Lic No: 325A,Light types only | one day licence for pageant,16-1-1939,Cancelled,-38.08,142.81,VIC,Mortlake Vic,AN0353,-,P089,1939,1939-1-1
App No: 354,The Town Clerk | Narrandera Municipal Council | P.O. Box 39 | Narrandera | New South Wales,Narrandera N.S.W. | 4 miles NW of Narrandera | LAT 34º - 42'S | LONG 146º - 31'E | ALT 474',Lic No: 326,All types of landplanes | Class 'A1' in dry weather | Use restricted to runways in wet weather | Class 'F' 1-2-1960 | Class 'C' 7-9-1967,1/6/1940,Taken over by Department of Air | LG 554 | Ex-Government Aerodrome,-34.700014,146.516677,NSW,Narrandera N.S.W.,AN0354,LG 554,P089,1940,1940-1-1
App No: 355,The Town Clerk | City of Townsville | Townsville | Queensland,Townsville (Town Common) Q'ld | LAT 19º - 15½'S | LONG 146º - 46'E,Lic No: 327,All types in favourable winds. | Class 'B' (FW) 23-10-1940,26-1-1939,25-1-1940 | Taken over by Commonwealth 12/12/1940 | LG 537 | Government Aerodrome 4-1-1941,-19.250845,146.766682,QLD,Townsville (Town Common) Q'ld,AN0355,LG 537,P089,1939,1939-1-1
App No: 356,The Manager | 'Delta Downs' Station | Normanton | Queensland | The Delta Pastoral Coy Pty Ltd | Prudential Building | 39 Martin Place | Sydney | N.S.W.,Delta Downs Station Q'ld | Via Normanton | LAT 16º - 59'S | LONG 141º - 18'E | ALT 100',Lic No: 328,Single and light multi engined aircraft (DW)(FW). | Class 'G' (DW)(FW) Provisional 2-4-1948 | Class 'F' (DW)(FW) Provisional 2-4-1950 | Class 'F' 2-4-1953,25-2-1938,LG 570,-16.983353,141.300006,QLD,Delta Downs Station Q'ld,AN0356,LG 570,P090,1938,1938-1-1
App No: 357,Australasian Petroleum Coy Pty Ltd | (Incorporated in Victoria),Tadji (Sepik District) T.N.G.,Lic No: 329,All types of landplanes with an all up weight not exceeding 14 | 000lbs,8/3/1939,Taken over by the Admin | Vide T38/2 of 3/1/19 | LG 551 | Cancelled,,,NG,Tadji (Sepik District) T.N.G.,AN0357,LG 551,P090,1939,1939-1-1
App No: 358,Trustees of Thangool Racecourse and Sports Reserve | Thangool | Queensland,Thangool Q'ld,Lic No: -,,Not issued,LG 622 | See licence 351,-24.58,150.67,QLD,Thangool Q'ld,AN0358,LG 622,P090,,
App No: 359,Messrs Daryeniza Bros | Mooroopna | Victoria,Mooroopna Vic | Approx. 2 miles west from town | LAT 36º - 34'S | LONG 145º - 20½'E,Lic No: 330,Light types of landplanes,21-3-1939,20-9-1939 | 4-8-1941 | Temporary | LG 606 | Cancelled,-36.566678,145.33418,VIC,Mooroopna Vic,AN0359,LG 606,P090,1939,1939-1-1
App No: 360,The President | Miners Progress Association | Wenlock (Batavia) | Queensland,Wenlock Q'ld | (formerly Batavia),Lic No: 331,Single and light multi-engined aircraft in (DW)(FW),28-3-1939,30-5-1942 | LG 597 | Cancelled,-12.66,141.85,QLD,Wenlock Q'ld,AN0360,LG 597,P091,1939,1939-1-1
App No: 362,The Secretary | Coen Aerodrome Committee | Coen | Queensland,Coen North Q'ld,Lic No: 332,Single and light multi-engined aircraft (FW) restricted loadings | DH 84 50% DH 89 75%,6/4/1939,31-7-1941 | LG 598,,,QLD,Coen North Q'ld,AN0362,LG 598,P091,1939,1939-1-1
App No: 363,Mr Reginald Harry Hamblin | Ganmain | New South Wales,Ganmain N.S.W. | LAT 34º - 48'S | LONG 147º - 02½'E,Lic No: 333,Light types of landplanes. | Class 'C' | Below 'G' (DW) Provisional 2-3-1948,5/4/1939,LG 542 | Cancelled,-34.800016,147.034174,NSW,Ganmain N.S.W.,AN0363,LG 542,P091,1939,1939-1-1
App No: 364,The Manager | Bovril Australian Estates Ltd | Box N 1168 GPO Perth | Western Australia | Hooker Pastoral Company Pty Ltd | Northern Australian Estates Ltd | 37 Northbourne Avenue | P.O. Box 117 Canberra A.C.T.,Carltonl Station W.A. | Via Wyndham | 3 miles south of homestead | LAT 15º - 32'S | LONG 128º - 32'E | ALT 150',Lic No: 334,Light types of landplanes (Prov). | Class 'F' 7 (Provisional) 2-3-1945 | Class 'F' 7. 2-3-1950 | Class 'F' 7 (DW)(FW). 2-3-1954 | (Perpetual),6/4/1939,LG 535 | Cancelled 9/12/60 new site opened,-15.533344,128.533344,WA,Carltonl Station W.A.,AN0364,LG 535,P091,1939,1939-1-1
App No: 365,Mr Ilus MacNamara | 'Prairie' Station | Via Eulo | Queensland,Prairie Station Q'ld | LAT 27º - 31'S | LONG 144º - 23½'E,Lic No: 335,Single and light multi-engined aircraft | Class 'C' | Below 'G' (DW) Provisional 2-5-1948,11/4/1939,Cancelled 19/11/1941 | LG 547,-27.516677,144.384181,QLD,Prairie Station Q'ld,AN0365,LG 547,P092,1939,1939-1-1
App No: 366,Messrs A.W. & E. Yeo | Tooraweenah | Messrs Butler | Dawson and Butler | Tooraweenah | Gilgandra Shire Council | P.O. Box 3 | Gilgandra | New South Wales,Tooraweenah (Site I) N.S.W. | LAT 31º - 26½'S | LONG 148º - 54'E | ALT 980',Lic No: 336,Single and light multi-engined aircraft. | Class 'B' (DW) | Class 'E' (DW)(FW) Provisional 1-3-1948 | Class 'F' 1-11-63 | Class 'S' 19-10-70,14-4-1939,LG 607,-31.434182,148.900018,NSW,Tooraweenah (Site I) N.S.W.,AN0366,LG 607,P092,1939,1939-1-1
App No: 367,Mr George Archibald Loudon | 'Eilogo' Plantation | Via Port Moresby | Papua,Eilogo Papua,Lic No: 337,Aircraft up to a total all up weight of 14 | 000lbs including Ford 5AT type,1/4/1939,LG 508 | Cancelled,,,NG,Eilogo Papua,AN0367,LG 508,P092,1939,1939-1-1
